Date,symbol,open,close,high,low,volume
2015-10-29,btcusd,304.5,314.88,321.53,301.5,51213.84331228
2015-10-30,btcusd,314.23,328.19,336.0,313.82,62862.2379375905
2015-10-31,btcusd,328.2,316.0,335.87,307.2,42942.3117877901
2015-11-01,btcusd,316.0,330.23,333.49,313.6,25673.0870176499
2015-11-02,btcusd,330.23,365.33,373.12,326.8,71218.1479877504
2015-11-03,btcusd,365.08,405.0,423.88,361.11,171811.474232742
2015-11-04,btcusd,404.98,409.24,504.0,366.66,274470.238233948
2015-11-05,btcusd,409.23,387.14,449.95,370.0,157932.047982652
2015-11-06,btcusd,387.93,375.56,396.78,351.2,106656.205296153
2015-11-07,btcusd,375.56,384.99,392.23,371.32,34416.7134629302
2015-11-08,btcusd,384.28,374.1,390.33,365.56,30831.9230109598
2015-11-09,btcusd,374.52,381.1,388.99,360.0,38111.9548491391
2015-11-10,btcusd,381.1,340.18,383.4,327.02,88482.2856964404
2015-11-11,btcusd,340.18,314.45,343.79,300.28,117018.931485865
2015-11-12,btcusd,314.45,336.84,346.44,314.14,57236.7552054516
2015-11-13,btcusd,336.86,338.53,343.75,326.22,29935.630229709
2015-11-14,btcusd,338.54,333.37,340.72,328.5,20324.6267692602
2015-11-15,btcusd,333.39,320.52,336.6,315.0,31597.1678628498
2015-11-16,btcusd,320.8,332.1,335.0,315.2,25747.0142364501
2015-11-17,btcusd,332.16,336.29,342.5,331.05,27167.9770198597
2015-11-18,btcusd,336.29,335.94,338.99,327.91,15625.5383197102
2015-11-19,btcusd,335.83,326.5,336.57,324.02,18932.5528605301
2015-11-20,btcusd,326.49,322.2,326.77,309.46,30160.0102475389
2015-11-21,btcusd,322.29,327.84,329.35,318.95,10478.8557161701
2015-11-22,btcusd,327.84,324.66,327.85,320.36,7051.90999034007
2015-11-23,btcusd,324.66,323.63,327.5,320.9,7775.67515741017
2015-11-24,btcusd,323.65,320.1,323.77,315.55,9618.01049005007
2015-11-25,btcusd,320.49,329.85,332.43,316.02,20618.16569952
2015-11-26,btcusd,329.85,354.0,369.9,329.35,81494.1298063883
2015-11-27,btcusd,354.0,358.9,367.0,348.18,34902.8588615199
2015-11-28,btcusd,359.0,358.6,362.44,351.0,19427.6777883994
2015-11-29,btcusd,358.54,373.89,376.0,355.17,25800.6895178296
2015-11-30,btcusd,373.84,376.88,384.99,368.11,47495.8553783626
2015-12-01,btcusd,376.89,362.59,379.99,353.1,44101.9174780196
2015-12-02,btcusd,362.59,359.12,363.22,346.13,31554.7711214792
2015-12-03,btcusd,359.12,360.53,371.5,352.25,27383.7998960896
2015-12-04,btcusd,360.62,363.17,364.4,354.31,14651.48749597
2015-12-05,btcusd,363.04,389.79,395.0,362.08,46142.2954009557
2015-12-06,btcusd,390.01,390.6,407.57,386.01,60599.9246639897
2015-12-07,btcusd,390.88,396.7,404.24,384.53,33608.0116661191
2015-12-08,btcusd,397.0,422.0,422.39,388.37,33197.6232290996
2015-12-09,btcusd,422.0,418.73,426.59,405.0,52055.3207085403
2015-12-10,btcusd,418.86,414.94,421.82,411.09,21325.4436757199
2015-12-11,btcusd,414.88,457.0,458.99,414.8,75656.53043328
2015-12-12,btcusd,456.32,435.61,475.04,402.5,104706.951044479
2015-12-13,btcusd,435.61,433.36,443.92,415.24,33630.9154140993
2015-12-14,btcusd,432.91,442.59,450.0,427.3,27298.3671313097
2015-12-15,btcusd,442.55,466.01,467.29,442.51,41307.2211420201
2015-12-16,btcusd,466.43,454.94,469.99,440.0,67047.01540226
2015-12-17,btcusd,454.94,455.57,458.56,446.21,17868.8555859299
2015-12-18,btcusd,455.71,463.52,466.6,450.1,27050.4515447595
2015-12-19,btcusd,463.51,462.44,467.0,452.0,21223.5797220801
2015-12-20,btcusd,462.45,442.62,462.78,431.5,46323.16552625
2015-12-21,btcusd,442.62,437.52,447.45,424.37,43203.8050521996
2015-12-22,btcusd,437.81,435.65,443.64,433.0,18516.1208485401
2015-12-23,btcusd,435.05,442.62,445.76,433.62,16464.7867774501
2015-12-24,btcusd,442.62,456.13,459.1,442.45,19865.73831943
2015-12-25,btcusd,456.02,455.47,460.0,445.0,15176.7280263202
2015-12-26,btcusd,455.3,416.51,460.05,405.5,96491.8801717031
2015-12-27,btcusd,416.35,422.32,424.89,407.0,27798.8155107298
2015-12-28,btcusd,421.82,420.24,429.0,417.01,24284.3300766094
2015-12-29,btcusd,420.11,431.79,433.55,418.01,22073.5631997087
2015-12-30,btcusd,431.77,423.55,434.0,420.0,22247.5964583399
2015-12-31,btcusd,423.51,429.02,432.59,412.5,21403.6592821297
2016-01-01,btcusd,429.17,433.98,436.49,426.26,13077.6689080902
2016-01-02,btcusd,433.89,432.7,435.8,430.0,6347.95293087006
2016-01-03,btcusd,432.66,428.39,433.07,421.73,19201.8333631701
2016-01-04,btcusd,428.63,432.9,435.67,426.97,12950.3820324601
2016-01-05,btcusd,432.61,431.84,434.91,427.91,11172.00381734
2016-01-06,btcusd,431.99,428.89,432.24,425.03,9440.11476438009
2016-01-07,btcusd,428.2,458.78,462.0,427.11,55448.6234845102
2016-01-08,btcusd,458.41,454.0,465.0,446.55,29967.9530869499
2016-01-09,btcusd,454.0,449.23,456.01,447.07,8950.47934716013
2016-01-10,btcusd,449.23,449.35,450.26,441.01,13778.25596659
2016-01-11,btcusd,449.34,449.26,452.49,443.42,14814.6119199102
2016-01-12,btcusd,449.26,432.04,449.98,427.01,20739.2880791601
2016-01-13,btcusd,431.99,431.11,436.36,416.0,33154.9077132893
2016-01-14,btcusd,431.09,429.25,435.0,426.0,13304.53778619
2016-01-15,btcusd,429.27,359.16,429.43,357.02,123890.270719768
2016-01-16,btcusd,359.16,388.4,392.5,352.5,74062.2601930609
2016-01-17,btcusd,388.43,382.02,393.31,378.76,20715.0043007396
2016-01-18,btcusd,382.11,387.1,390.0,375.01,19469.0440436899
2016-01-19,btcusd,387.04,378.93,388.61,377.41,17187.6360388202
2016-01-20,btcusd,378.94,419.55,428.0,375.01,82802.5015288706
2016-01-21,btcusd,419.65,411.01,424.57,405.0,29020.2464755995
2016-01-22,btcusd,411.0,380.96,411.2,371.25,62213.9195626901
2016-01-23,btcusd,381.0,385.57,394.81,379.85,21470.9185029697
2016-01-24,btcusd,385.55,402.77,407.33,385.1,23219.9278372799
2016-01-25,btcusd,402.76,390.96,402.77,384.0,22664.6396721299
2016-01-26,btcusd,390.91,391.41,398.0,386.66,13322.8704291702
2016-01-27,btcusd,391.23,394.97,396.99,389.66,8538.43203569005
2016-01-28,btcusd,394.7,378.39,395.48,375.01,25024.0811380898
2016-01-29,btcusd,378.15,377.6,386.0,360.03,62204.8110290904
2016-01-30,btcusd,377.4,376.56,380.6,374.0,10501.94797823
2016-01-31,btcusd,376.31,365.52,378.9,362.57,14887.7786902702
2016-02-01,btcusd,365.58,371.42,379.27,363.23,24797.1967585497
2016-02-02,btcusd,371.22,372.9,374.8,369.69,10443.4621385602
2016-02-03,btcusd,372.9,368.98,374.0,365.65,13195.1501968501
2016-02-04,btcusd,369.0,389.96,393.89,368.65,37339.9192621993
2016-02-05,btcusd,389.98,386.54,393.0,384.19,16879.2358687401
2016-02-06,btcusd,386.54,373.75,386.54,365.0,40202.1338467397
2016-02-07,btcusd,373.71,372.01,377.8,369.17,13056.0623936601
2016-02-08,btcusd,372.26,370.49,377.0,369.01,16881.2055217402
2016-02-09,btcusd,370.29,374.31,377.96,370.04,9216.51889923005
2016-02-10,btcusd,374.43,381.17,387.0,373.13,33532.2458581795
2016-02-11,btcusd,380.97,377.99,383.23,372.25,14521.3280197901
2016-02-12,btcusd,378.0,382.94,383.53,377.04,10146.8358453701
2016-02-13,btcusd,382.94,393.0,393.0,382.55,14755.5376559102
2016-02-14,btcusd,392.99,408.3,408.66,392.93,29423.6760943995
2016-02-15,btcusd,408.3,399.9,412.5,395.23,30129.68519329
2016-02-16,btcusd,400.08,407.27,408.77,398.66,13991.0567774101
2016-02-17,btcusd,407.37,414.88,421.9,405.16,30400.7648936099
2016-02-18,btcusd,414.89,421.5,426.21,412.51,25228.63442938
2016-02-19,btcusd,421.51,419.85,422.54,412.0,13268.5562468301
2016-02-20,btcusd,419.72,438.7,445.96,419.72,47477.18201239
2016-02-21,btcusd,438.73,440.49,451.6,428.01,43012.3640972995
2016-02-22,btcusd,440.49,440.27,442.5,433.01,16337.4664398802
2016-02-23,btcusd,440.25,421.4,442.67,416.24,32431.1430751307
2016-02-24,btcusd,421.5,426.36,427.5,409.69,22426.1089972303
2016-02-25,btcusd,426.36,424.88,430.0,419.5,13595.7603084503
2016-02-26,btcusd,424.89,435.49,435.9,419.83,18860.3418934703
2016-02-27,btcusd,435.49,434.3,438.6,431.81,11592.3533681902
2016-02-28,btcusd,434.03,434.45,437.89,422.1,19852.271098541
2016-02-29,btcusd,434.46,438.99,445.0,430.51,20389.4604615806
2016-03-01,btcusd,439.53,434.82,442.79,427.26,19625.8327754207
2016-03-02,btcusd,434.99,422.09,436.45,421.11,16463.1291526108
2016-03-03,btcusd,421.7,420.56,424.43,416.4,20874.0514007299
2016-03-04,btcusd,420.19,408.82,423.99,407.5,21749.41985593
2016-03-05,btcusd,408.71,397.36,410.14,389.0,46951.8516013802
2016-03-06,btcusd,397.37,403.75,409.5,392.01,19707.20471997
2016-03-07,btcusd,403.77,412.7,415.8,401.51,15306.2213302601
2016-03-08,btcusd,412.62,411.35,416.0,406.0,10227.45551202
2016-03-09,btcusd,411.34,413.05,414.5,407.47,9027.75321888006
2016-03-10,btcusd,412.9,416.51,418.24,410.68,13709.0829207499
2016-03-11,btcusd,416.64,420.47,423.6,415.5,15464.77864266
2016-03-12,btcusd,420.49,410.01,421.81,406.38,17020.4255446301
2016-03-13,btcusd,410.01,411.87,416.0,410.0,7628.34253444003
2016-03-14,btcusd,412.0,415.91,417.99,411.7,9210.43225850004
2016-03-15,btcusd,415.99,415.5,418.82,412.78,9632.10565438
2016-03-16,btcusd,415.52,417.28,418.0,413.96,7066.70644692
2016-03-17,btcusd,417.28,418.75,420.6,416.67,8308.82137835004
2016-03-18,btcusd,418.71,407.86,418.86,403.01,21090.8603561199
2016-03-19,btcusd,407.5,408.68,412.0,404.0,8954.99064014006
2016-03-20,btcusd,408.7,411.25,413.2,407.92,5655.4961424001
2016-03-21,btcusd,410.81,411.88,412.14,406.0,7818.38780842005
2016-03-22,btcusd,411.85,417.7,418.68,409.88,10196.10581222
2016-03-23,btcusd,417.7,418.12,419.72,415.83,7195.02123423
2016-03-24,btcusd,418.12,415.3,418.13,414.0,7559.67108635999
2016-03-25,btcusd,415.3,416.0,417.03,413.03,3690.24588063
2016-03-26,btcusd,416.02,416.71,419.4,413.2,5039.73935941999
2016-03-27,btcusd,416.72,427.36,431.0,415.79,22410.75689622
2016-03-28,btcusd,427.34,424.06,427.99,422.38,9241.01649983012
2016-03-29,btcusd,424.03,416.0,426.41,406.51,23306.7306002192
2016-03-30,btcusd,415.87,413.12,416.0,408.58,9037.93067535006
2016-03-31,btcusd,413.04,416.02,418.25,413.04,7268.31765999004
2016-04-01,btcusd,416.34,417.9,417.9,414.0,5456.76943887004
2016-04-02,btcusd,417.89,420.3,422.8,417.53,6070.78823934049
2016-04-03,btcusd,420.31,420.6,421.82,416.0,4254.11994825
2016-04-04,btcusd,420.99,420.46,421.2,416.24,5751.29314237999
2016-04-05,btcusd,420.46,423.75,425.0,419.61,7261.82082675003
2016-04-06,btcusd,423.75,422.57,424.68,421.69,5680.19307306001
2016-04-07,btcusd,422.52,422.28,422.86,417.78,7727.14024559007
2016-04-08,btcusd,422.29,418.5,424.49,415.5,9847.57852609005
2016-04-09,btcusd,418.23,418.47,418.76,412.0,6326.97349855005
2016-04-10,btcusd,418.48,421.32,422.9,417.49,4248.02175640005
2016-04-11,btcusd,421.32,423.74,423.9,418.8,6404.8393151
2016-04-12,btcusd,423.75,426.59,430.0,423.56,14772.7050721801
2016-04-13,btcusd,426.78,424.75,427.68,423.0,6666.45445863012
2016-04-14,btcusd,424.77,426.01,426.49,424.01,4132.51666239001
2016-04-15,btcusd,426.01,431.48,432.49,426.01,15836.3444328502
2016-04-16,btcusd,431.06,432.04,435.67,430.47,7705.23014106003
2016-04-17,btcusd,432.52,428.51,433.49,426.37,8483.81721252005
2016-04-18,btcusd,428.51,430.03,430.91,426.52,7577.09982227003
2016-04-19,btcusd,430.04,437.76,439.0,428.54,12049.76316529
2016-04-20,btcusd,437.81,443.85,446.61,436.6,21245.4699756801
2016-04-21,btcusd,443.82,452.26,454.5,442.01,17836.1281487
2016-04-22,btcusd,452.01,447.8,453.15,444.51,12208.1242170302
2016-04-23,btcusd,447.79,453.69,454.95,445.67,10158.0887421801
2016-04-24,btcusd,453.41,463.02,464.99,450.18,24137.2266338197
2016-04-25,btcusd,463.33,461.77,471.58,455.0,25926.4859587997
2016-04-26,btcusd,461.77,468.14,471.99,461.77,18688.0035584099
2016-04-27,btcusd,468.14,444.85,470.17,443.0,40283.2248106599
2016-04-28,btcusd,445.14,450.46,450.83,435.0,25328.14705281
2016-04-29,btcusd,450.52,455.32,457.49,445.8,13419.0298735001
2016-04-30,btcusd,455.33,446.6,455.98,445.01,10583.3700617601
2016-05-01,btcusd,446.79,451.11,452.99,445.69,3901.33894349001
2016-05-02,btcusd,451.12,443.73,452.5,436.0,29738.7340578699
2016-05-03,btcusd,443.99,450.39,452.0,440.1,12157.57208565
2016-05-04,btcusd,450.21,447.38,450.98,445.07,7045.36356892008
2016-05-05,btcusd,447.22,448.4,451.68,445.51,10788.7269654401
2016-05-06,btcusd,448.32,461.18,466.0,448.0,26539.5196095099
2016-05-07,btcusd,461.36,460.2,463.05,458.3,7810.85492375009
2016-05-08,btcusd,460.34,459.87,461.62,456.04,6454.8718905
2016-05-09,btcusd,459.88,461.56,465.4,457.8,15120.9467619
2016-05-10,btcusd,461.23,450.7,465.0,445.01,22571.9390879199
2016-05-11,btcusd,450.7,452.28,454.68,450.01,8033.34446997004
2016-05-12,btcusd,452.28,455.01,456.75,445.91,18088.0116038901
2016-05-13,btcusd,455.0,455.76,457.66,452.0,7127.41790473011
2016-05-14,btcusd,455.75,455.8,458.86,454.0,3608.80902935003
2016-05-15,btcusd,455.8,457.89,460.67,454.31,5644.05214261002
2016-05-16,btcusd,457.95,453.01,458.95,451.0,8789.98783701011
2016-05-17,btcusd,453.0,453.24,454.91,451.0,7609.40911039003
2016-05-18,btcusd,452.71,453.52,457.0,451.53,7162.25703935002
2016-05-19,btcusd,453.52,434.55,454.71,433.0,30396.8125585296
2016-05-20,btcusd,434.99,441.57,443.14,433.0,14241.01574451
2016-05-21,btcusd,441.57,440.81,442.16,435.3,6222.70927554999
2016-05-22,btcusd,440.88,437.48,441.0,435.1,7236.70601603003
2016-05-23,btcusd,437.4,443.51,444.4,436.51,7873.12727328008
2016-05-24,btcusd,443.53,445.03,447.85,442.39,8329.83371693006
2016-05-25,btcusd,445.0,449.09,450.51,442.5,12353.3923892102
2016-05-26,btcusd,449.09,453.95,454.8,446.01,9517.7221388801
2016-05-27,btcusd,453.58,472.01,482.31,453.58,59125.7898882791
2016-05-28,btcusd,472.01,526.02,543.0,471.0,74521.6329089297
2016-05-29,btcusd,527.0,531.0,570.0,512.11,83566.1345340998
2016-05-30,btcusd,529.97,532.89,548.5,521.11,32596.6757236491
2016-05-31,btcusd,533.14,530.69,546.5,518.0,49880.611859469
2016-06-01,btcusd,530.69,536.79,546.12,523.75,27816.5585714199
2016-06-02,btcusd,536.91,538.8,544.0,532.37,16882.3688807501
2016-06-03,btcusd,538.9,570.87,579.94,535.65,48446.2917652197
2016-06-04,btcusd,570.82,572.87,593.89,560.1,39118.5241386897
2016-06-05,btcusd,573.08,574.02,586.47,564.64,28143.3010818596
2016-06-06,btcusd,574.01,585.34,588.6,573.93,27464.2948230398
2016-06-07,btcusd,585.59,576.88,592.08,561.3,36112.7530344494
2016-06-08,btcusd,577.23,583.05,585.15,570.62,18084.1761621299
2016-06-09,btcusd,583.26,575.52,584.05,569.97,21873.89242109
2016-06-10,btcusd,575.52,580.09,582.43,572.5,16178.0423941701
2016-06-11,btcusd,580.08,614.51,615.0,579.29,28441.7039068396
2016-06-12,btcusd,614.51,672.0,685.0,601.34,116432.04033077
2016-06-13,btcusd,671.98,705.87,719.0,658.0,117683.176154802
2016-06-14,btcusd,705.87,684.5,705.88,656.51,65715.5700167706
2016-06-15,btcusd,684.5,696.99,699.4,667.89,34104.0515539096
2016-06-16,btcusd,698.0,769.5,779.0,697.31,123792.103269907
2016-06-17,btcusd,769.46,747.95,780.0,702.01,97376.65112675
2016-06-18,btcusd,747.7,757.6,789.78,720.0,66955.0889190699
2016-06-19,btcusd,757.63,767.3,775.0,739.0,26699.5309959396
2016-06-20,btcusd,767.31,743.9,767.77,721.0,46264.5357556395
2016-06-21,btcusd,742.98,668.6,742.98,635.37,102133.43481751
2016-06-22,btcusd,669.0,605.85,688.32,588.88,100527.24338807
2016-06-23,btcusd,605.87,625.8,639.0,555.56,122951.196343042
2016-06-24,btcusd,625.8,665.5,679.99,625.79,92367.9234868199
2016-06-25,btcusd,665.99,664.87,698.0,640.11,55625.8121890695
2016-06-26,btcusd,664.38,627.42,668.01,614.33,45122.519712449
2016-06-27,btcusd,627.75,662.33,662.33,616.07,46177.3671530903
2016-06-28,btcusd,662.28,646.61,664.26,631.65,35578.3873073596
2016-06-29,btcusd,646.22,640.0,646.25,621.58,33257.9731991289
2016-06-30,btcusd,640.29,674.74,677.47,635.57,40248.0235075096
2016-07-01,btcusd,674.57,674.75,690.62,667.61,41619.5632906295
2016-07-02,btcusd,675.04,705.99,706.0,673.36,29202.5184461995
2016-07-03,btcusd,705.99,659.29,706.98,644.1,44643.7466385496
2016-07-04,btcusd,659.33,681.34,684.44,644.46,23524.4181546099
2016-07-05,btcusd,681.35,667.8,682.7,655.3,17404.8609863101
2016-07-06,btcusd,667.77,677.04,682.9,666.71,15922.7377048502
2016-07-07,btcusd,677.35,640.51,682.0,610.1,75728.026676029
2016-07-08,btcusd,640.33,664.8,666.66,633.75,32848.4892648296
2016-07-09,btcusd,664.42,648.11,664.43,620.0,46883.1586784195
2016-07-10,btcusd,648.12,649.72,651.47,636.09,10274.8647221001
2016-07-11,btcusd,649.08,647.95,662.6,643.4,13920.7921779601
2016-07-12,btcusd,648.19,667.19,679.9,645.45,30215.6114209995
2016-07-13,btcusd,667.07,653.7,669.87,652.51,17511.7915983101
2016-07-14,btcusd,653.61,659.78,667.5,649.89,20197.93077134
2016-07-15,btcusd,660.18,665.5,669.95,658.11,9472.16958394018
2016-07-16,btcusd,665.5,665.33,669.65,659.12,5924.14414477006
2016-07-17,btcusd,665.33,683.2,689.96,663.61,20414.443628
2016-07-18,btcusd,683.18,674.3,686.74,666.02,18078.66362509
2016-07-19,btcusd,674.31,675.0,678.59,665.0,10947.2977349001
2016-07-20,btcusd,675.3,665.85,676.0,661.0,12852.4691120703
2016-07-21,btcusd,665.91,665.01,668.0,654.97,10702.0055966802
2016-07-22,btcusd,665.01,648.04,668.0,639.41,27841.9231127097
2016-07-23,btcusd,648.11,654.03,657.13,644.97,10004.54716872
2016-07-24,btcusd,654.9,661.82,664.15,650.52,14018.7856540701
2016-07-25,btcusd,661.73,654.17,664.41,646.22,14838.3411047101
2016-07-26,btcusd,653.91,648.47,657.61,640.56,20359.8092716099
2016-07-27,btcusd,648.1,655.51,662.78,646.44,13286.8644006102
2016-07-28,btcusd,655.5,655.93,659.67,652.52,8880.20242111005
2016-07-29,btcusd,656.52,658.34,660.49,654.54,9227.87150603001
2016-07-30,btcusd,658.32,654.99,660.46,647.79,8090.96048464007
2016-07-31,btcusd,654.99,622.83,655.17,621.25,33255.8046789996
2016-08-01,btcusd,622.83,608.29,627.35,605.01,31426.5160300296
2016-08-02,btcusd,608.24,604.1,615.29,595.0,33013.9623375398
2016-08-10,btcusd,579.0,590.28,614.5,579.0,21352.11111853
2016-08-11,btcusd,590.5,591.27,599.75,584.59,15295.56242806
2016-08-12,btcusd,591.26,585.5,593.0,584.0,6287.98760026012
2016-08-13,btcusd,585.5,583.73,590.02,582.0,6420.32283696012
2016-08-14,btcusd,583.73,569.41,583.75,564.0,7530.30904219008
2016-08-15,btcusd,569.65,564.64,575.75,562.99,7650.16951653004
2016-08-16,btcusd,564.55,574.17,579.0,564.0,6221.58467139006
2016-08-17,btcusd,574.23,571.83,578.5,569.0,5033.03121331005
2016-08-18,btcusd,571.95,572.21,578.75,569.71,6000.62298850003
2016-08-19,btcusd,572.33,573.51,577.25,570.82,2942.51726681001
2016-08-20,btcusd,573.61,582.1,582.75,571.25,3326.81486245002
2016-08-21,btcusd,582.01,581.42,584.27,580.0,2425.60721087001
2016-08-22,btcusd,581.5,588.01,589.99,581.28,4623.22707838009
2016-08-23,btcusd,588.01,583.54,590.69,581.1,4803.80673527002
2016-08-24,btcusd,583.55,580.32,586.91,580.0,5052.56705987005
2016-08-25,btcusd,580.23,577.2,581.14,574.01,3571.55271552002
2016-08-26,btcusd,576.89,578.02,579.51,575.06,1769.10070237999
2016-08-27,btcusd,578.09,568.55,578.99,567.23,2258.285485
2016-08-28,btcusd,568.45,574.17,574.54,568.18,1518.12951235
2016-08-29,btcusd,574.26,574.78,578.1,573.01,2800.79053777001
2016-08-30,btcusd,574.75,579.49,580.28,574.07,3195.79981424006
2016-08-31,btcusd,579.37,576.15,579.52,572.02,3511.25386186
2016-09-01,btcusd,576.27,572.73,577.98,571.43,3616.49453131001
2016-09-02,btcusd,572.73,579.85,581.23,570.61,5670.91686647003
2016-09-03,btcusd,579.85,609.89,615.0,576.04,8205.25257421011
2016-09-04,btcusd,610.0,614.52,618.65,601.83,5061.10388377003
2016-09-05,btcusd,614.51,611.5,615.68,603.84,5077.20791116001
2016-09-06,btcusd,612.24,615.23,617.53,609.7,3089.90030138005
2016-09-07,btcusd,615.3,619.75,620.85,610.83,5526.08815432007
2016-09-08,btcusd,619.95,631.73,636.16,617.12,8271.4399382401
2016-09-09,btcusd,631.73,626.25,633.81,621.24,4272.06672370001
2016-09-10,btcusd,626.36,628.0,629.65,624.68,4044.14425778007
2016-09-11,btcusd,628.0,612.08,635.0,595.36,9640.78154317024
2016-09-12,btcusd,612.08,611.62,615.21,608.01,4972.78278704006
2016-09-13,btcusd,611.64,614.23,640.0,610.0,7273.90802996025
2016-09-14,btcusd,614.25,613.88,617.38,612.01,5932.20144280007
2016-09-15,btcusd,613.88,611.81,617.93,611.0,4374.86124848003
2016-09-16,btcusd,611.81,610.01,614.22,609.54,3703.33212784002
2016-09-17,btcusd,610.0,607.69,610.75,604.96,3566.49931965001
2016-09-18,btcusd,607.98,613.03,616.34,607.18,2932.95793227001
2016-09-19,btcusd,613.03,609.79,615.05,608.6,2956.96640014
2016-09-20,btcusd,609.79,600.14,612.01,600.01,3414.85985074
2016-09-21,btcusd,600.13,597.43,601.18,591.0,7658.45169444014
2016-09-22,btcusd,597.43,597.08,598.7,595.92,2333.42531112
2016-09-23,btcusd,597.08,603.29,603.99,595.95,1957.41100837
2016-09-24,btcusd,603.28,602.55,606.0,601.0,943.403306969998
2016-09-25,btcusd,603.01,600.36,603.99,597.3,1385.71804476
2016-09-26,btcusd,600.24,609.14,610.1,599.86,3113.73087306
2016-09-27,btcusd,608.94,605.53,609.91,602.01,3196.80056669999
2016-09-28,btcusd,605.5,603.76,605.77,603.07,2052.84259047001
2016-09-29,btcusd,604.01,604.6,607.96,603.04,3144.33070203999
2016-09-30,btcusd,604.6,611.1,613.27,603.99,2363.90769958999
2016-10-01,btcusd,611.1,614.09,616.87,611.1,1900.06005167999
2016-10-02,btcusd,614.08,609.09,614.21,575.0,4967.64168069006
2016-10-03,btcusd,608.98,612.67,618.0,608.91,3284.72217779001
2016-10-04,btcusd,612.68,610.98,614.11,609.63,4006.49696250003
2016-10-05,btcusd,610.71,614.09,617.28,610.0,3411.10704120003
2016-10-06,btcusd,614.3,613.51,615.9,612.68,3075.05759652
2016-10-07,btcusd,613.95,620.13,621.71,613.0,4853.35465297004
2016-10-08,btcusd,619.99,620.5,622.87,617.91,3113.23669710005
2016-10-09,btcusd,620.7,616.56,620.91,614.01,2735.93897282
2016-10-10,btcusd,616.55,618.87,620.0,615.91,3178.06655812001
2016-10-11,btcusd,618.87,641.87,646.86,618.06,12434.7475690702
2016-10-12,btcusd,642.0,637.63,644.07,636.91,3854.24778624002
2016-10-13,btcusd,637.62,637.01,644.29,636.38,5009.93379241005
2016-10-14,btcusd,637.01,643.0,645.4,636.72,6637.09071324007
2016-10-15,btcusd,642.74,640.2,645.69,637.91,2402.26242554
2016-10-16,btcusd,640.42,644.18,645.8,639.82,2389.29065568
2016-10-17,btcusd,644.17,639.79,644.56,637.58,5018.03177220003
2016-10-18,btcusd,639.71,638.68,641.98,632.93,6087.91173668002
2016-10-19,btcusd,638.69,631.77,644.0,627.84,8991.46184485016
2016-10-20,btcusd,631.56,632.46,633.61,628.0,3336.85339327005
2016-10-21,btcusd,632.46,636.73,639.0,632.0,7218.71238716002
2016-10-22,btcusd,635.91,664.99,672.2,635.06,10094.58498193
2016-10-23,btcusd,664.99,659.03,671.4,656.04,5729.98352418004
2016-10-24,btcusd,658.36,654.65,659.41,654.01,5695.45023816004
2016-10-25,btcusd,654.35,659.52,670.0,652.6,5525.77069839003
2016-10-26,btcusd,659.49,678.7,685.84,658.46,11694.7207574001
2016-10-27,btcusd,678.7,688.67,690.92,676.69,12929.4740869501
2016-10-28,btcusd,688.29,693.47,695.34,681.08,10104.6272574201
2016-10-29,btcusd,693.32,714.51,724.0,691.42,15281.3597846301
2016-10-30,btcusd,714.74,702.55,716.66,696.96,12196.4548123902
2016-10-31,btcusd,702.57,701.02,709.0,687.6,8567.8597169401
2016-11-01,btcusd,701.01,734.6,746.55,701.01,22309.5425613197
2016-11-02,btcusd,734.6,750.85,751.47,723.59,9392.42912698002
2016-11-03,btcusd,751.1,692.51,754.66,676.0,28203.1650261297
2016-11-04,btcusd,692.66,707.62,710.9,686.42,14558.2856555302
2016-11-05,btcusd,708.15,708.89,713.88,700.82,6022.25996563
2016-11-06,btcusd,709.14,713.95,721.61,700.01,7163.32896867004
2016-11-07,btcusd,713.8,705.55,713.8,700.02,3788.61245453003
2016-11-08,btcusd,705.42,711.99,717.99,703.0,9870.58000188007
2016-11-09,btcusd,711.98,724.54,743.06,708.5,15100.0995733101
2016-11-10,btcusd,723.37,714.87,725.0,709.13,4457.54406507004
2016-11-11,btcusd,714.87,716.22,719.37,712.03,4914.19872949002
2016-11-12,btcusd,716.61,703.57,716.99,700.1,5914.20699190993
2016-11-13,btcusd,703.56,703.64,706.47,687.6,8691.96006393006
2016-11-14,btcusd,703.61,707.43,709.91,698.76,6011.54651731006
2016-11-15,btcusd,707.44,712.17,720.05,707.4,7936.33043227999
2016-11-16,btcusd,712.0,744.98,747.49,710.0,17948.5067142801
2016-11-17,btcusd,744.98,740.67,763.85,735.0,14889.3087468902
2016-11-18,btcusd,740.01,753.97,759.89,734.5,6962.71085661007
2016-11-19,btcusd,753.91,752.9,759.99,740.0,6044.66287600001
2016-11-20,btcusd,752.17,729.67,757.0,711.16,13912.6238054002
2016-11-21,btcusd,729.68,738.99,740.6,728.08,7200.78511530006
2016-11-22,btcusd,739.0,749.85,753.91,733.25,9485.31653992002
2016-11-23,btcusd,749.85,742.0,750.91,730.79,5581.25749339006
2016-11-24,btcusd,741.99,737.61,744.32,727.61,6069.21753303018
2016-11-25,btcusd,737.67,740.36,741.12,730.0,4062.25913716011
2016-11-26,btcusd,739.77,731.19,740.99,720.0,4490.18685577
2016-11-27,btcusd,731.27,724.9,736.19,722.5,3495.31780063057
2016-11-28,btcusd,724.99,731.52,734.99,724.99,4139.05898631042
